TableName;TableDescription;ColumnName;ColumnDescription
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JDOR;Date d'ordonnancement ligne de comptage - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JFAB;Date de fabrication ligne de comptage - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JMAJ;Date de derniere mise a jour - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JREG;Date de reception ligne de comptage - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LJCR;Libelle du jour de creation
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LJFA;Libelle du jour de la date de fabrication
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LJMJ;Libelle du jour de derniere mise a jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LJRE;Libelle du jour de la date de reception
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LOT2;Lot 2 de la ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LOT3;Lot 3 de la ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3LOTF;Lot 1 de la ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MCRE;Date de creation - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MDLC;DLC ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MDLU;DLUO ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MDLV;DLV ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MDOR;Date d'ordonnancement ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MFAB;Date de fabrication ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MMAJ;Date de derniere mise a jour - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3MREG;Date de reception ligne de comptage - mois
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3NANN;Numero d'annee controle support/colis prepare
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3NCPC;Numero de comptage controle support/colis prepare
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3NCTL;Numero de controle support/colis prepare
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3NLCG;Numero de ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ORDJ;Libelle du jour de la date d'ordonnancement
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3PNCP;Poids net de la quantite comptee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3QBCP;Quantite comptee en VL de base
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SCRE;Date de creation - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SDLC;DLC ligne de comptage - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SDLU;DLUO ligne de comptage - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SDLV;DLV ligne de comptage - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SDOR;Date d'ordonnancement ligne de comptage - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SFAB;Date de fabrication ligne de comptage - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SMAJ;Date de derniere mise a jour - siecle
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3SREG;Date de reception ligne de comptage - siecle
HLCPTEP;Controle support/colis prepare - Type ecart (syst);D7ITEC;Code interne type d'ecart controle support/colis
HLCPTEP;Controle support/colis prepare - Type ecart (syst);D7LTEC;Libelle type d'ecart controle support/colis
HLCPTEP;Controle support/colis prepare - Type ecart (syst);D7RTEC;Libelle reduit type d'ecart controle support/colis
HLCPTEP;Controle support/colis prepare - Type ecart (syst);D7TLIB;Top type d'ecart entraine liberation GEI
HLCPTEP;Controle support/colis prepare - Type ecart (syst);D7XTEC;Code externe type d'ecart controle support/colis
HLCPTMP;Compteur - informations de maintenance;C2MNBRCALE;Alerte s'il ne reste plus que
HLCPTMP;Compteur - informations de maintenance;C2MNUMCAPR;Numero apres mise a jour (debut - 1)
HLCPTMP;Compteur - informations de maintenance;C2MNUMCAVA;Numero avant mise a jour
HLCPTMP;Compteur - informations de maintenance;C2MCCPT;Code compteur
HLCPTMP;Compteur - informations de maintenance;C2MNUMCFIN;Numero de fin (maximum autorise)
HLCPTMP;Compteur - informations de maintenance;C2MCUCR;Code utilisateur creation
HLCPTMP;Compteur - informations de maintenance;C2MDATMAIN;Date (JMA) maintenance du compteur
HLCPTMP;Compteur - informations de maintenance;C2MDTHMAIN;Date-Heure maintenance du compteur
HLCPTMP;Compteur - informations de maintenance;C2MHEUMAIN;Heure maintenance compteur
HLCPTMP;Compteur - informations de maintenance;C2MLJOMAIN;Libelle jour maintenance du compteur
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRICCFS;Code interne critere choix famille stockage
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRICFIC;Code fichier
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRICICM;Code information complementaire
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRILCFS;Longueur critere pour choix dynamique famille stoc
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRILCRF;Libelle critere choix famille stockage
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRINCFS;Nature critere pour choix dynamique famille stocka
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRINDCF;Nombre decimale critere pour choix famille stokage
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRIPCSP;Code programme critere specifique
HLCRFSP;Criteres choix dynamique famille stokage (systeme);CRITCFS;Type critere pour choix dynamique des familles sto
HLCRIAP;Compte-rendu integration interface - Anomalie;J4CAPP;Code application
HLCRIAP;Compte-rendu integration interface - Anomalie;J4CINE;Code interface
HLCRIAP;Compte-rendu integration interface - Anomalie;J4CRID;Code rubrique description interface en entree
HLCRIAP;Compte-rendu integration interface - Anomalie;J4GRAV;Gravite anomalie
HLCRIAP;Compte-rendu integration interface - Anomalie;J4NEAN;Nombre d'enregistrements pour anomalie
HLCRIAP;Compte-rendu integration interface - Anomalie;J4NINI;Numero d'integration interface
HLCRIAP;Compte-rendu integration interface - Anomalie;J4NMGA;Numero de message anomalie interface
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5CAPP;Code application
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5CINE;Code interface
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5CRID;Code rubrique description interface en entree
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5GRAV;Gravite anomalie
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5LMAN;Libelle message anomalie interface
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5NINI;Numero d'integration interface
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5NMGA;Numero de message anomalie interface
HLCRIDP;Compte-rendu integration interface - Detail ano.;J5NSIE;Numero de sequence interface en entree
HLCRIIP;Compte-rendu integration interface - En-tete;I0ADIT;Date debut integration - annee
HLCRIIP;Compte-rendu integration interface - En-tete;I0AFIT;Date fin integration - annee
HLCRIIP;Compte-rendu integration interface - En-tete;I0DDIT;Date debut integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0DFIT;Date fin integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0FIIN;Fichier interface integre
HLCRIIP;Compte-rendu integration interface - En-tete;I0HDIT;Heure debut integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0HFIT;Heure fin integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0JDIT;Date debut integration - jour
HLCRIIP;Compte-rendu integration interface - En-tete;I0JFIT;Date fin integration - jour
HLCRIIP;Compte-rendu integration interface - En-tete;I0LDIT;Libelle jour debut integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0LFIT;Libelle jour fin integration
HLCRIIP;Compte-rendu integration interface - En-tete;I0MBSV;Membre fichier de sauvegarde integre
HLCRIIP;Compte-rendu integration interface - En-tete;I0MDIT;Date debut integration - mois
HLCRIIP;Compte-rendu integration interface - En-tete;I0MFIT;Date fin integration - mois
HLCRIIP;Compte-rendu integration interface - En-tete;I0NA10;Nombre d'anomalies de niveau 10
HLCRIIP;Compte-rendu integration interface - En-tete;I0NA20;Nombre d'anomalies de niveau 20
HLCRIIP;Compte-rendu integration interface - En-tete;I0NA30;Nombre d'anomalies de niveau 30
HLCRIIP;Compte-rendu integration interface - En-tete;I0NA40;Nombre d'anomalies de niveau 40
HLCRIIP;Compte-rendu integration interface - En-tete;I0NELU;Nombre d'enregistrements lus
HLCRIIP;Compte-rendu integration interface - En-tete;I0NETR;Nombre d'enregistrements traites
HLCRIIP;Compte-rendu integration interface - En-tete;I0NINI;Numero d'integration interface
HLCRIIP;Compte-rendu integration interface - En-tete;I0SDIT;Date debut integration - siecle
HLCRIIP;Compte-rendu integration interface - En-tete;I0SFIT;Date fin integration - siecle
HLCRIIP;Compte-rendu integration interface - En-tete;I0TIIN;Top interface reintegree apres anomalies
HLCRINP;Compte-rendu interface - Interface;J2CAPP;Code application
HLCRINP;Compte-rendu interface - Interface;J2CINE;Code interface
HLCRINP;Compte-rendu interface - Interface;J2NA10;Nombre d'anomalies de niveau 10
HLCRINP;Compte-rendu interface - Interface;J2NA20;Nombre d'anomalies de niveau 20
HLCRINP;Compte-rendu interface - Interface;J2NA30;Nombre d'anomalies de niveau 30
HLCRINP;Compte-rendu interface - Interface;J2NA40;Nombre d'anomalies de niveau 40
HLCRINP;Compte-rendu interface - Interface;J2NELU;Nombre d'enregistrements lus
HLCRINP;Compte-rendu interface - Interface;J2NETR;Nombre d'enregistrements traites
HLCRINP;Compte-rendu interface - Interface;J2NINI;Numero d'integration interface
HLCRIRP;Compte-rendu interface - Rubrique;J3CAPP;Code application
HLCRIRP;Compte-rendu interface - Rubrique;J3CINE;Code interface
HLCRIRP;Compte-rendu interface - Rubrique;J3CRID;Code rubrique description interface en entree
HLCRIRP;Compte-rendu interface - Rubrique;J3NA10;Nombre d'anomalies de niveau 10
HLCRIRP;Compte-rendu interface - Rubrique;J3NA20;Nombre d'anomalies de niveau 20
HLCRIRP;Compte-rendu interface - Rubrique;J3NA30;Nombre d'anomalies de niveau 30
HLCRIRP;Compte-rendu interface - Rubrique;J3NA40;Nombre d'anomalies de niveau 40
HLCRIRP;Compte-rendu interface - Rubrique;J3NELU;Nombre d'enregistrements lus
HLCRIRP;Compte-rendu interface - Rubrique;J3NETR;Nombre d'enregistrements traites
HLCRIRP;Compte-rendu interface - Rubrique;J3NINI;Numero d'integration interface
HLCRIRP;Compte-rendu interface - Rubrique;J3PGIE;Programme d'integration
HLCRSMP;Criteres de rupture super mission (systeme);SCRCFICCRT;Code fichier de critere rupture super mission
HLCRSMP;Criteres de rupture super mission (systeme);SCRTINFCOM;Top information complementaire
HLCRSMP;Criteres de rupture super mission (systeme);SCRSQAFFCR;Sequence affichage critere rupture
HLCRSMP;Criteres de rupture super mission (systeme);SCRCRUPSMI;Code critere rupture super mission
HLCRSMP;Criteres de rupture super mission (systeme);SCRLRUPSMI;Libelle critere rupture
HLCRSMP;Criteres de rupture super mission (systeme);SCRLGCRTRU;Longueur critere rupture super mission
HLCSTEP;Constante (systeme);CCCCTX;Code contexte traduction
HLCSTEP;Constante (systeme);CCCINT;Code constante valeur interne
HLCSTEP;Constante (systeme);CCLCST;Libelle externe constante
HLCTAIP;Caracteristiques taille;C3ACRE;Date de creation - annee
HLCTAIP;Caracteristiques taille;C3AMAJ;Date de derniere mise a jour - annee
HLCTAIP;Caracteristiques taille;C3CTAI;Code taille emplacement
HLCTAIP;Caracteristiques taille;C3CTHA;Hauteur : Code type de caracteristique taille
HLCTAIP;Caracteristiques taille;C3CTLA;Largeur : Code type de caracteristique taille
HLCTAIP;Caracteristiques taille;C3CTPD;Poids : Code type de caracteristique taille
HLCTAIP;Caracteristiques taille;C3CTPF;Profondeur : Code type de caracteristique taille
HLCTAIP;Caracteristiques taille;C3CUCR;Code utilisateur creation
HLCTAIP;Caracteristiques taille;C3CUMJ;Code utilisateur derniere mise a jour
HLCTAIP;Caracteristiques taille;C3DCRE;Date de creation
HLCTAIP;Caracteristiques taille;C3DMAJ;Date de derniere mise a jour
HLCTAIP;Caracteristiques taille;C3HCRE;Heure de creation
HLCTAIP;Caracteristiques taille;C3HMAJ;Heure de derniere mise a jour
HLCTAIP;Caracteristiques taille;C3JCRE;Date de creation - jour
HLCTAIP;Caracteristiques taille;C3JMAJ;Date de derniere mise a jour - jour
HLCTAIP;Caracteristiques taille;C3LJCR;Libelle (3) du jour de creation
HLCTAIP;Caracteristiques taille;C3LJMJ;Libelle (3) du jour de derniere mise a jour
HLCTAIP;Caracteristiques taille;C3MCRE;Date de creation - mois
HLCTAIP;Caracteristiques taille;C3MMAJ;Date de derniere mise a jour - mois
HLCTAIP;Caracteristiques taille;C3MTHA;Hauteur : Mesure caracteristique taille
HLCTAIP;Caracteristiques taille;C3MTLA;Largeur : Mesure caracteristique taille
HLCTAIP;Caracteristiques taille;C3MTPD;Poids : Mesure caracteristique taille
HLCTAIP;Caracteristiques taille;C3MTPF;Profondeur : Mesure caracteristique taille
HLCTAIP;Caracteristiques taille;C3NCOM;Numero de commentaire
HLCTAIP;Caracteristiques taille;C3SCRE;Date de creation - siecle
HLCTAIP;Caracteristiques taille;C3SMAJ;Date de derniere mise a jour - siecle
HLCTAIP;Caracteristiques taille;C3TCAR;Top caracteristiques de reference
HLCTAIP;Caracteristiques taille;C3UHAU;Unite hauteur
HLCTAIP;Caracteristiques taille;C3ULAR;Unite largeur
HLCTAIP;Caracteristiques taille;C3UPDS;Unite poids supporte
HLCTAIP;Caracteristiques taille;C3UPRF;Unite profondeur
HLCTBAP;Caracteristiques taille (base);C4ACRE;Date de creation - annee
HLCTBAP;Caracteristiques taille (base);C4CTCT;Code type de caracteristique taille
HLCTBAP;Caracteristiques taille (base);C4CUCR;Code utilisateur creation
HLCTBAP;Caracteristiques taille (base);C4DCRE;Date de creation
HLCTBAP;Caracteristiques taille (base);C4HCRE;Heure de creation
HLCTBAP;Caracteristiques taille (base);C4JCRE;Date de creation - jour
HLCTBAP;Caracteristiques taille (base);C4LJCR;Libelle (3) du jour de creation
HLCTBAP;Caracteristiques taille (base);C4MCRE;Date de creation - mois
HLCTBAP;Caracteristiques taille (base);C4MCTA;Mesure caracteristique taille
HLCTBAP;Caracteristiques taille (base);C4NCOM;Numero de commentaire
HLCTBAP;Caracteristiques taille (base);C4SCRE;Date de creation - siecle
HLCTBAP;Caracteristiques taille (base);C4UCTB;Unite mesure caracteristique taille
HLCTCHP;Compteur CHEP;HECCTC;Code compteur CHEP
HLCTCHP;Compteur CHEP;HENCTR;Numero chrono compteur CHEP
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7ACRE;Date de creation - annee
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7AMAJ;Date de derniere mise a jour - annee
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7CCHI;Code chaine de traitement des inventaires
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7CTIN;Code type d'inventaire
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7CUCR;Code utilisateur creation
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7CUMJ;Code utilisateur derniere mise a jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7DCRE;Date de creation
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7DMAJ;Date de derniere mise a jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7HCRE;Heure de creation
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7HMAJ;Heure de derniere mise a jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7JCRE;Date de creation - jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7JMAJ;Date de derniere mise a jour - jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7LJCR;Libelle du jour de creation
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7LJMJ;Libelle du jour de derniere mise a jour
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7MCRE;Date de creation - mois
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7MMAJ;Date de derniere mise a jour - mois
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7NCOM;Numero de commentaire
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7SCRE;Date de creation - siecle
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7SMAJ;Date de derniere mise a jour - siecle
HLCTIVP;Chaine d'inventaire / type d'inventaire;J7TCTI;Top chaine d'inv. par defaut pour le type d'inv.
HLCTRFP;Compteur facturation (systeme);FCCCPF;Code compteur facturation
HLCTRFP;Compteur facturation (systeme);FCLCPF;Libelle compteur facturation
HLCTRFP;Compteur facturation (systeme);FCTCAF;Top annee compteur facturation
HLCTRFP;Compteur facturation (systeme);FCTCSF;Top societe compteur facturation
HLCTRFP;Compteur facturation (systeme);FCTCVF;Top service compteur facturation
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHACRE;Date de creation - annee
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHAMAJ;Date de derniere mise a jour - annee
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCMFT;Code motif de facturation transport
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCPCR;Code programme creation
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCPMJ;Code programme derniere mise a jour
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCTCU;Code type d'info cumulative valo transport
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCTPT;Code type de prix transport pass a quai/degroupage
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCUCR;Code utilisateur creation
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHCUMJ;Code utilisateur derniere mise a jour
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHDCRE;Date de creation
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHDMAJ;Date de derniere mise a jour
HLCUFTP;VTR - Valorisation transport - Info. cumulative;VHHCRE;Heure de creation
