TableName;TableDescription;ColumnName;ColumnDescription
HLTTANP;Type de tâche annexe;XJSCRE;Date de creation - siecle
HLTTANP;Type de tâche annexe;XJSMAJ;Date de derniere mise a jour - siecle
HLTTANP;Type de tâche annexe;XJGRPTANX;Groupe fonctionnel pour la tâche annexe
HLTTANP;Type de tâche annexe;XJTOPD;Top desactivation
HLTTANP;Type de tâche annexe;XJTOUM;***Non utilisee*** Top saisie obligatoire quantite
HLTTANP;Type de tâche annexe;XJTSUM;Top saisie des quantites
HLTTANP;Type de tâche annexe;XJTTXC;Top tâche annexe associee a une activite
HLTTANP;Type de tâche annexe;XJTTXT;Top tâche annexe associee a un atelier
HLTTANP;Type de tâche annexe;XJTTXOBJ;Top tâche annexe associee a un objet Reflex
HLTTQPP;Transporteur/qualite - Produit associe;TQPCPCR;Code programme creation
HLTTQPP;Transporteur/qualite - Produit associe;TQPCPMJ;Code programme derniere mise a jour
HLTTQPP;Transporteur/qualite - Produit associe;TQPCQTP;Code qualite transport
HLTTQPP;Transporteur/qualite - Produit associe;TQPCTRP;Code transporteur
HLTTQPP;Transporteur/qualite - Produit associe;TQPCUCR;Code utilisateur creation
HLTTQPP;Transporteur/qualite - Produit associe;TQPCUMJ;Code utilisateur derniere mise a jour
HLTTQPP;Transporteur/qualite - Produit associe;TQPDCRE;Date de creation (JMA)
HLTTQPP;Transporteur/qualite - Produit associe;TQPDHCR;Date-heure de creation
HLTTQPP;Transporteur/qualite - Produit associe;TQPDHMJ;Date-heure de derniere mise a jour
HLTTQPP;Transporteur/qualite - Produit associe;TQPDMAJ;Date de derniere mise a jour (JMA)
HLTTQPP;Transporteur/qualite - Produit associe;TQPHCRE;Heure de creation
HLTTQPP;Transporteur/qualite - Produit associe;TQPHMAJ;Heure de derniere mise a jour
HLTTQPP;Transporteur/qualite - Produit associe;TQPLJCR;Libelle du jour de creation
HLTTQPP;Transporteur/qualite - Produit associe;TQPLJMJ;Libelle du jour de derniere mise a jour
HLTTQPP;Transporteur/qualite - Produit associe;TQPCODPRDT;Code interne produit de transport
HLTTRPP;Transporteur pour echanges (EDI);TPPGMBORD;Programme bordereau de remise transporteur
HLTTRPP;Transporteur pour echanges (EDI);TPCTRP;Code transporteur
HLTTRPP;Transporteur pour echanges (EDI);TPPGMGEDI;Programme de generation EDI transport
HLTTRPP;Transporteur pour echanges (EDI);TPPGMMODE;Programme donnant le mode de constit. etiquette
HLTTRPP;Transporteur pour echanges (EDI);TPCODSOCT;Code interne societe de transport
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CDPO;Code depot physique
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CRUO;Code renseignement de l'unite d'oeuvre
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CTYT;Code type de tâche
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CUCR;Code utilisateur creation
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CUMJ;Code utilisateur derniere mise a jour
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CUOE;Code unite d'oeuvre
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7CUUO;Code unite d'oeuvre composante
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7DCRE;Date de creation
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7DHCR;Date-heure de creation
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7DHMJ;Date-heure de derniere mise a jour
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7DMAJ;Date de derniere mise a jour
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7HCRE;Heure de creation
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7HMAJ;Heure de derniere mise a jour
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7LJCR;Libelle (3) jour de creation
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7LJMJ;Libelle (3) jour de derniere mise a jour
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7NCOM;Numero de commentaire
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7NOUT;Numero d'ordre unite d'oeuvre pour type de tâche
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7PCRL;Programme pour calculer la charge realisee
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7PCRS;Programme pour calculer la charge restante
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7PPCR;Param. pour pgm de calcul de charge realisee
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7PPCS;Param. pour pgm de calcul de charge restante
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7RCRL;Requete SQL pour calculer la charge realisee
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7RCRS;Requete SQL pour calculer la charge restante
HLTTUOP;Unites d'oeuvre possibles par type de tâche;S7RCUC;Ratio pour calcul a partir de l'UO composante
HLTTXLP;Type de texte libre (systeme);S5CTTX;Code type de texte libre
HLTTXLP;Type de texte libre (systeme);S5LTTX;Libelle type de texte libre
HLTTXLP;Type de texte libre (systeme);S5MTTX;Mot directeur type de texte libre
HLTTXLP;Type de texte libre (systeme);S5NTTX;Numero d'ordre type de texte libre
HLTVAJP;TVA;VAACRE;Date de creation - annee
HLTVAJP;TVA;VAAMAJ;Date de derniere mise a jour - annee
HLTVAJP;TVA;VACPAY;Code pays
HLTVAJP;TVA;VACPTT;Compte de TVA
HLTVAJP;TVA;VACRTV;Code regime TVA
HLTVAJP;TVA;VACUCR;Code utilisateur creation
HLTVAJP;TVA;VACUMJ;Code utilisateur derniere mise a jour
HLTVAJP;TVA;VADCRE;Date de creation
HLTVAJP;TVA;VADMAJ;Date de derniere mise a jour
HLTVAJP;TVA;VAHCRE;Heure de creation
HLTVAJP;TVA;VAHMAJ;Heure de derniere mise a jour
HLTVAJP;TVA;VAJCRE;Date de creation - jour
HLTVAJP;TVA;VAJMAJ;Date de derniere mise a jour - jour
HLTVAJP;TVA;VALJCR;Libelle (3) du jour de creation
HLTVAJP;TVA;VALJMJ;Libelle (3) du jour de derniere mise a jour
HLTVAJP;TVA;VALVAJ;Libelle TVA
HLTVAJP;TVA;VAMCRE;Date de creation - mois
HLTVAJP;TVA;VAMMAJ;Date de derniere mise a jour - mois
HLTVAJP;TVA;VANCOM;Numero de commentaire
HLTVAJP;TVA;VARVAJ;Libelle reduit TVA
HLTVAJP;TVA;VASCRE;Date de creation - siecle
HLTVAJP;TVA;VASMAJ;Date de derniere mise a jour - siecle
HLTVAJP;TVA;VATOPD;Top desactivation
HLTVAJP;TVA;VATTVA;Taux de TVA
HLTVAJP;TVA;VATVAJ;Code TVA
HLTXLIP;Texte libre;S6ACRE;Date de creation - annee
HLTXLIP;Texte libre;S6AMAJ;Date de derniere mise a jour - annee
HLTXLIP;Texte libre;S6CFIC;Code fichier
HLTXLIP;Texte libre;S6CTTX;Code type de texte libre
HLTXLIP;Texte libre;S6CUCR;Code utilisateur creation
HLTXLIP;Texte libre;S6CUMJ;Code utilisateur derniere mise a jour
HLTXLIP;Texte libre;S6DCRE;Date de creation
HLTXLIP;Texte libre;S6DMAJ;Date de derniere mise a jour
HLTXLIP;Texte libre;S6HCRE;Heure de creation
HLTXLIP;Texte libre;S6HMAJ;Heure de derniere mise a jour
HLTXLIP;Texte libre;S6JCRE;Date de creation - jour
HLTXLIP;Texte libre;S6JMAJ;Date de derniere mise a jour - jour
HLTXLIP;Texte libre;S6LJCR;Libelle du jour de creation
HLTXLIP;Texte libre;S6LJMJ;Libelle du jour de derniere mise a jour
HLTXLIP;Texte libre;S6MCRE;Date de creation - mois
HLTXLIP;Texte libre;S6MMAJ;Date de derniere mise a jour - mois
HLTXLIP;Texte libre;S6NCTX;Numero de commentaire
HLTXLIP;Texte libre;S6NTXL;Numero de texte libre
HLTXLIP;Texte libre;S6NTXT;Numero d'ordre texte libre
HLTXLIP;Texte libre;S6SCRE;Date de creation - siecle
HLTXLIP;Texte libre;S6SMAJ;Date de derniere mise a jour - siecle
HLTXLIP;Texte libre;S6TXLB;Texte libre
HLTYACP;Tyoe d'acteur (systeme);TYACEXTYAC;Code externe type d'acteur
HLTYACP;Tyoe d'acteur (systeme);TYACINTYAC;Code interne type d'acteur
HLTYACP;Tyoe d'acteur (systeme);TYALB1TYAC;Libelle 1 type d'acteur
HLTYACP;Tyoe d'acteur (systeme);TYALIBTYAC;Libelle type d'acteur
HLTYAFP;Type de facture alcool;Y2ACRE;Date de creation - annee
HLTYAFP;Type de facture alcool;Y2AMAJ;Date de derniere mise a jour - annee
HLTYAFP;Type de facture alcool;Y2BIDA;Code bibliotheque pgm edition document alcool
HLTYAFP;Type de facture alcool;Y2CTYF;Code type de facture alcool
HLTYAFP;Type de facture alcool;Y2CUCR;Code utilisateur creation
HLTYAFP;Type de facture alcool;Y2CUMJ;Code utilisateur derniere mise a jour
HLTYAFP;Type de facture alcool;Y2DCRE;Date de creation
HLTYAFP;Type de facture alcool;Y2DMAJ;Date de derniere mise a jour
HLTYAFP;Type de facture alcool;Y2HCRE;Heure de creation
HLTYAFP;Type de facture alcool;Y2HMAJ;Heure de derniere mise a jour
HLTYAFP;Type de facture alcool;Y2JCRE;Date de creation - jour
HLTYAFP;Type de facture alcool;Y2JMAJ;Date de derniere mise a jour - jour
HLTYAFP;Type de facture alcool;Y2L3FA;Libelle(3) type de facture alcool
HLTYAFP;Type de facture alcool;Y2LJCR;Libelle (3) du jour de creation
HLTYAFP;Type de facture alcool;Y2LJMJ;Libeele (3) du jour de derniere mise a jour
HLTYAFP;Type de facture alcool;Y2LTYF;Libelle type de facture alcool
HLTYAFP;Type de facture alcool;Y2MCRE;Date de creation - mois
HLTYAFP;Type de facture alcool;Y2MMAJ;Date de derniere mise a jour - mois
HLTYAFP;Type de facture alcool;Y2PGDA;Code programme document alcool
HLTYAFP;Type de facture alcool;Y2RTYF;Libelle reduit type de facture alcool
HLTYAFP;Type de facture alcool;Y2SCRE;Date de creation - siecle
HLTYAFP;Type de facture alcool;Y2SMAJ;Date de derniere mise a jour - siecle
HLTYARP;Type d'arrondi (systeme);YACTYA;Code type d'arrondi
HLTYARP;Type d'arrondi (systeme);YAL3TA;Libelle (3) type d'arrondi
HLTYARP;Type d'arrondi (systeme);YALTYA;Libelle type d'arrondi
HLTYARP;Type d'arrondi (systeme);YARTYA;Libelle reduit type d'arrondi
HLTYBIP;Type de bibliotheque (systeme);ZBCTBI;Code type de bibliotheque
HLTYBIP;Type de bibliotheque (systeme);ZBLTBI;Libelle type de bibliotheque
HLTYBLP;Type de bon de livraison;NZACRE;Date de creation - annee
HLTYBLP;Type de bon de livraison;NZAMAJ;Date de derniere mise a jour - annee
HLTYBLP;Type de bon de livraison;NZTIMBLRN;Top image logo BL renseignee
HLTYBLP;Type de bon de livraison;NZCMPV;Code mode de calcul poids et volume du BL
HLTYBLP;Type de bon de livraison;NZCOBL;Code occurence du BL
HLTYBLP;Type de bon de livraison;NZCPCR;Code programme creation
HLTYBLP;Type de bon de livraison;NZCPMJ;Code programme derniere mise a jour
HLTYBLP;Type de bon de livraison;NZCTBL;Code type de BL
HLTYBLP;Type de bon de livraison;NZCTHE;Code BL theorique possible
HLTYBLP;Type de bon de livraison;NZCTLI;Code mode de tri des lignes
HLTYBLP;Type de bon de livraison;NZCUCR;Code utilisateur creation
HLTYBLP;Type de bon de livraison;NZCUMJ;Code utilisateur derniere mise a jour
HLTYBLP;Type de bon de livraison;NZCXAR;Code choix du code article
HLTYBLP;Type de bon de livraison;NZDCRE;Date de creation
HLTYBLP;Type de bon de livraison;NZDMAJ;Date de derniere mise a jour
HLTYBLP;Type de bon de livraison;NZCODETCR;Code etat Crystal Report BL
HLTYBLP;Type de bon de livraison;NZHCRE;Heure de creation
HLTYBLP;Type de bon de livraison;NZHMAJ;Heure de derniere mise a jour
HLTYBLP;Type de bon de livraison;NZJCRE;Date de creation - jour
HLTYBLP;Type de bon de livraison;NZJMAJ;Date de derniere mise a jour - jour
HLTYBLP;Type de bon de livraison;NZLJCR;Libelle du jour de creation
HLTYBLP;Type de bon de livraison;NZLJMJ;Libelle date de derniere mise a jour
HLTYBLP;Type de bon de livraison;NZLKIT;Code cataloguer les lignes de kit
HLTYBLP;Type de bon de livraison;NZLNPR;Code cataloguer les lignes sans march. preparee
HLTYBLP;Type de bon de livraison;NZIMGLOGB;Image logo BL si different de celui de l'activite
HLTYBLP;Type de bon de livraison;NZLTBL;Libelle type de BL
HLTYBLP;Type de bon de livraison;NZMCRE;Date de creation - mois
HLTYBLP;Type de bon de livraison;NZMMAJ;Date de derniere mise a jour - mois
HLTYBLP;Type de bon de livraison;NZNCOM;Numero de commentaire
HLTYBLP;Type de bon de livraison;NZNDBL;Nom du document BL
HLTYBLP;Type de bon de livraison;NZPGMF;Programme de mise en forme du BL
HLTYBLP;Type de bon de livraison;NZPGMI;Programme de complement des informations BL
HLTYBLP;Type de bon de livraison;NZRLBL;** NON UTILISE ** Repertoire du logo si different
HLTYBLP;Type de bon de livraison;NZSCRE;Date de creation - siecle
HLTYBLP;Type de bon de livraison;NZSMAJ;Date de derniere mise a jour - siecle
HLTYBLP;Type de bon de livraison;NZTIII;Top impression des informations internes
HLTYBLP;Type de bon de livraison;NZTILC;Top impression de la liste des colis
HLTYBLP;Type de bon de livraison;NZTIRC;Top impression du recap des types de colis
HLTYBLP;Type de bon de livraison;NZTIRS;Top impression du recap des types de support
HLTYBLP;Type de bon de livraison;NZTLSU;Top impression de la liste des supports
HLTYBSP;Type de bibliotheque systeme (systeme);YOCTBS;Code type de bibliotheque systeme
HLTYBSP;Type de bibliotheque systeme (systeme);YOL3BS;Libelle 3 type de bibliotheque systeme
HLTYBSP;Type de bibliotheque systeme (systeme);YOLTBS;Libelle type de bibliotheque systeme
HLTYBSP;Type de bibliotheque systeme (systeme);YORTBS;Libelle reduit type de bibliotheque systeme
HLTYBSP;Type de bibliotheque systeme (systeme);YOTBLA;Top bibliotheque dependant de la langue
HLTYCFP;Type de copie de factures (systeme);TBCTCF;Code type de copie de facture
HLTYCFP;Type de copie de factures (systeme);TBL3TC;Libelle (3) type de copie de facture
HLTYCFP;Type de copie de factures (systeme);TBLTCF;Libelle type de copie de facture
HLTYCFP;Type de copie de factures (systeme);TBRTCF;Libelle reduit type de copie de facture
HLTYCLP;Type de client;TCACRE;Date de creation - annee
HLTYCLP;Type de client;TCAMAJ;Date de derniere mise a jour - annee
HLTYCLP;Type de client;TCCTYC;Code type de client
HLTYCLP;Type de client;TCCUCR;Code utilisateur creation
HLTYCLP;Type de client;TCCUMJ;Code utilisateur derniere mise a jour
HLTYCLP;Type de client;TCDCRE;Date de creation
HLTYCLP;Type de client;TCDMAJ;Date de derniere mise a jour
HLTYCLP;Type de client;TCHCRE;Heure de creation
HLTYCLP;Type de client;TCHMAJ;Heure de derniere mise a jour
HLTYCLP;Type de client;TCJCRE;Date de creation - jour
HLTYCLP;Type de client;TCJMAJ;Date de derniere mise a jour - jour
HLTYCLP;Type de client;TCLJCR;Libelle (3) du jour de creation
HLTYCLP;Type de client;TCLJMJ;Libelle (3) du jour de derniere mise a jour
HLTYCLP;Type de client;TCLTYC;Libelle type de client
HLTYCLP;Type de client;TCMCRE;Date de creation - mois
HLTYCLP;Type de client;TCMMAJ;Date de derniere mise a jour - mois
HLTYCLP;Type de client;TCNCOM;Numero de commentaire
HLTYCLP;Type de client;TCRTYC;Libelle reduit type de client
HLTYCLP;Type de client;TCSCRE;Date de creation - siecle
HLTYCLP;Type de client;TCSMAJ;Date de derniere mise a jour - siecle
HLTYCLP;Type de client;TCTCDE;Top type de client par defaut
HLTYCLP;Type de client;TCTOPD;Top desactivation
HLTYCMP;Type de controle de materiel;TCMCUCR;Code utilisateur creation
HLTYCMP;Type de controle de materiel;TCMCUMJ;Code utilisateur derniere mise a jour
HLTYCMP;Type de controle de materiel;TCMDHCR;Date-heure de creation
HLTYCMP;Type de controle de materiel;TCMDHMJ;Date-heure de derniere mise a jour
HLTYCMP;Type de controle de materiel;TCMCTRLDES;Description controle materiel
HLTYCMP;Type de controle de materiel;TCMNCOM;Numero de commentaire
HLTYCMP;Type de controle de materiel;TCMCCTRLMA;Code controle materiel
HLTYCMP;Type de controle de materiel;TCMLCTRLMA;Libelle controle materiel
HLTYCMP;Type de controle de materiel;TCMTOPD;Top desactivation
HLTYCMP;Type de controle de materiel;TCMCTNVCRI;Niveau de criticite controle materiel
HLTYCNP;Type de contact (systeme);TCNCFIC;Code fichier
HLTYCNP;Type de contact (systeme);TCNCTYPCNC;Code type de contact
HLTYCNP;Type de contact (systeme);TCNLTYPCNC;Libelle type de contact
HLTYCNP;Type de contact (systeme);TCNXTYPCNC;Code externe type de contact
HLTYCOP;Type de colis;YCACRE;Date de creation - annee
HLTYCOP;Type de colis;YCAMAJ;Date de derniere mise a jour - annee
HLTYCOP;Type de colis;YCCTCO;Code type de colis
HLTYCOP;Type de colis;YCCUCR;Code utilisateur creation
HLTYCOP;Type de colis;YCCUMJ;Code utilisateur derniere mise a jour
HLTYCOP;Type de colis;YCDCRE;Date de creation
HLTYCOP;Type de colis;YCDMAJ;Date de derniere mise a jour
HLTYCOP;Type de colis;YCHCRE;Heure de creation
HLTYCOP;Type de colis;YCHMAJ;Heure de derniere mise a jour
HLTYCOP;Type de colis;YCJCRE;Date de creation - jour
HLTYCOP;Type de colis;YCJMAJ;Date de derniere mise a jour - jour
HLTYCOP;Type de colis;YCLJCR;Libelle (3) du jour de creation
HLTYCOP;Type de colis;YCLJMJ;Libelle (3) du jour de derniere mise a jour
HLTYCOP;Type de colis;YCLTCO;Libelle type de colis
HLTYCOP;Type de colis;YCMCRE;Date de creation - mois
HLTYCOP;Type de colis;YCMMAJ;Date de derniere mise a jour - mois
HLTYCOP;Type de colis;YCNCOM;Numero de commentaire
HLTYCOP;Type de colis;YCRTCO;Libelle reduit type de colis
HLTYCOP;Type de colis;YCSCRE;Date de creation - siecle
HLTYCOP;Type de colis;YCSMAJ;Date de derniere mise a jour - siecle
HLTYCOP;Type de colis;YCTOPD;Top desactivation
HLTYCPP;Type de colis - Informations pre-colisage;O1CFTC;Code famille type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1CTCO;Code type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MDUT;Poids utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MHHT;Hauteur hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1MHUT;Hauteur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MLHT;Largeur hors-tout type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MLUT;Largeur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MPCV;Poids colis vide (tare)
HLTYCPP;Type de colis - Informations pre-colisage;O1MPHT;Profondeur hors-tout type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MPSU;Poids standard utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MPUT;Profondeur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MVHT;Volume hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1MVUS;Volume standard utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1MVUT;Volume utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1PPST;Pourcentage poids standard utile / poids utile
HLTYCPP;Type de colis - Informations pre-colisage;O1PVSC;Pourcentage vol standard utile / vol utile calcule
HLTYCPP;Type de colis - Informations pre-colisage;O1PVUC;Pourcentage volume utile / volume utile calcule
HLTYCPP;Type de colis - Informations pre-colisage;O1UDUT;Unite poids utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1UHHT;Unite hauteur hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1UHUT;Unite hauteur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1ULHT;Unite largeur hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1ULUT;Unite largeur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1UPCV;Unite poids colis vide (tare)
HLTYCPP;Type de colis - Informations pre-colisage;O1UPHT;Unite profondeur hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1UPSU;Unite poids standard utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1UPUT;Unite profondeur utile type de colis
HLTYCPP;Type de colis - Informations pre-colisage;O1UVHT;Unite volume hors-tout
HLTYCPP;Type de colis - Informations pre-colisage;O1UVUS;Unite volume standard utile
HLTYCPP;Type de colis - Informations pre-colisage;O1UVUT;Unite volume utile type de colis
HLTYCTP;Type de contrat de travail;N8CUCR;Code utilisateur creation
HLTYCTP;Type de contrat de travail;N8CUMJ;Code utilisateur derniere mise a jour
HLTYCTP;Type de contrat de travail;N8CYCT;Code type de contrat de travail
HLTYCTP;Type de contrat de travail;N8DCRE;Date de creation
HLTYCTP;Type de contrat de travail;N8DHCR;Date-heure de creation
HLTYCTP;Type de contrat de travail;N8DHMJ;Date-heure de derniere mise a jour
HLTYCTP;Type de contrat de travail;N8DMAJ;Date de derniere mise a jour
HLTYCTP;Type de contrat de travail;N8HCRE;Heure de creation
HLTYCTP;Type de contrat de travail;N8HMAJ;Heure de derniere mise a jour
HLTYCTP;Type de contrat de travail;N8LJCR;Libelle (3) jour de creation
HLTYCTP;Type de contrat de travail;N8LJMJ;Libelle (3) jour de derniere mise a jour
HLTYCTP;Type de contrat de travail;N8LYCT;Libelle type de contrat de travail
HLTYCTP;Type de contrat de travail;N8NCOM;Numero de commentaire
HLTYCTP;Type de contrat de travail;N8RYCT;Libelle reduit type de contrat de travail
HLTYCTP;Type de contrat de travail;N8TNAP;Top nom de la personne a preciser
HLTYCTP;Type de contrat de travail;N8TOPD;Top desactivation
HLTYDAP;Type de decalage arrivee (systeme);T9CTDA;Code type de decalage arrivee
HLTYDAP;Type de decalage arrivee (systeme);T9L3DA;Libelle (3) type de decalage arrivee
HLTYDAP;Type de decalage arrivee (systeme);T9LTDA;Libelle type de decalage arrivee
HLTYDAP;Type de decalage arrivee (systeme);T9RTDA;Libelle reduit type de decalage arrivee
HLTYDBP;Type de date de base (systeme);T7CTDB;Code type de date de base
HLTYDBP;Type de date de base (systeme);T7L3DB;Libelle (3) type de date de base
HLTYDBP;Type de date de base (systeme);T7LTDB;Libelle type de date de base
HLTYDBP;Type de date de base (systeme);T7RTDB;Libelle reduit type de date de base
HLTYDDP;Type de decalage depart (systeme);T8CTDD;Code type de decalage depart
HLTYDDP;Type de decalage depart (systeme);T8L3DD;Libelle (3) type de decalage depart
HLTYDDP;Type de decalage depart (systeme);T8LTDD;Libelle type de decalage depart
HLTYDDP;Type de decalage depart (systeme);T8RTDD;Libelle reduit type de decalage depart
HLTYDEP;Type de destination (de stockage) (systeme);TDCTDE;Code type de destination (de stockage)
HLTYDEP;Type de destination (de stockage) (systeme);TDL3TD;Libelle (3) type de destination (de stockage)
HLTYDEP;Type de destination (de stockage) (systeme);TDLTDE;Libelle type de destination (de stockage)
HLTYDEP;Type de destination (de stockage) (systeme);TDRTDE;Libelle reduit type de destination (de stockage)
HLTYDOP;Type de date d'ordonnancement (systeme);T4CTDO;Code type de date d'ordonnancement
HLTYDOP;Type de date d'ordonnancement (systeme);T4L3TO;Libelle (3) type de date d'ordonnancement
HLTYDOP;Type de date d'ordonnancement (systeme);T4LTDO;Libelle type de date d'ordonnancement
HLTYDOP;Type de date d'ordonnancement (systeme);T4RTDO;Libelle reduit type de date d'ordonnancement
HLTYEMP;Type d'emplacement (systeme);TYCTYE;Code type d'emplacement
HLTYEMP;Type d'emplacement (systeme);TYL3TE;Libelle (3) type d'emplacement
HLTYEMP;Type d'emplacement (systeme);TYLTYE;Libelle type d'emplacement
HLTYEMP;Type d'emplacement (systeme);TYRTYE;Libelle reduit type d'emplacement
HLTYFAP;Type de facture (systeme);T0CTFA;Code type de facture
HLTYFAP;Type de facture (systeme);T0L3TF;Libelle (3) type de facture
HLTYFAP;Type de facture (systeme);T0LTFA;Libelle type de facture
HLTYFAP;Type de facture (systeme);T0RTFA;Libelle reduit type de facture
HLTYFTP;Type de facturation transport (systeme);YJCTFT;Code type de facturation transport
HLTYFTP;Type de facturation transport (systeme);YJL3YF;Libelle (3) type de facturation transport
HLTYFTP;Type de facturation transport (systeme);YJLTFT;Libelle type de facturation transport
HLTYFTP;Type de facturation transport (systeme);YJRTFT;Libelle reduit type de facturation transport
HLTYHSP;Type d'historique de sortie (systeme);THCTHS;Code type historique de sortie
HLTYHSP;Type d'historique de sortie (systeme);THL3TH;Libelle (3) type historique de sortie
HLTYHSP;Type d'historique de sortie (systeme);THLTHS;Libelle type historique de sortie
HLTYHSP;Type d'historique de sortie (systeme);THRTHS;Libelle reduit type historique de sortie
HLTYIDP;Type d'identifiant VL;YIACRE;Date de creation - annee
HLTYIDP;Type d'identifiant VL;YIAMAJ;Date de derniere mise a jour - annee
HLTYIDP;Type d'identifiant VL;YICTYI;Code type d'identifiant VL
HLTYIDP;Type d'identifiant VL;YICUCR;Code utilisateur creation
HLTYIDP;Type d'identifiant VL;YICUMJ;Code utilisateur derniere mise a jour
HLTYIDP;Type d'identifiant VL;YIDCRE;Date de creation
HLTYIDP;Type d'identifiant VL;YIDMAJ;Date de deerniere mise a jour
HLTYIDP;Type d'identifiant VL;YIHCRE;Heure de creation
HLTYIDP;Type d'identifiant VL;YIHMAJ;Heure de derniere mise a jour
HLTYIDP;Type d'identifiant VL;YIJCRE;Date de creation - jour
HLTYIDP;Type d'identifiant VL;YIJMAJ;Date de derniere mise a jour - jour
HLTYIDP;Type d'identifiant VL;YILJCR;Libelle (3) du jour de creation
HLTYIDP;Type d'identifiant VL;YILJMJ;Libelle (3) du jour de derniere mise a jour
HLTYIDP;Type d'identifiant VL;YILTYI;Libelle type d'identifiant VL
HLTYIDP;Type d'identifiant VL;YIMCRE;Date de creation - mois
HLTYIDP;Type d'identifiant VL;YIMMAJ;Date de derniere mise a jour - mois
HLTYIDP;Type d'identifiant VL;YINCOM;Numero de commentaire
HLTYIDP;Type d'identifiant VL;YIRTYI;Libelle reduit type d'identifiant VL
HLTYIDP;Type d'identifiant VL;YISCRE;Date de creation - siecle
HLTYIDP;Type d'identifiant VL;YISMAJ;Date de derniere mise a jour - siecle
HLTYIDP;Type d'identifiant VL;YITOPD;Top desactivation
HLTYIEP;Type d'identifiant preparation embarquee (systeme);YMCTIE;Code type d'identifiant preparation embarquee
HLTYIEP;Type d'identifiant preparation embarquee (systeme);YML3TB;Libelle (3) type d'identifiant prepa embarquee
HLTYIEP;Type d'identifiant preparation embarquee (systeme);YMLTIE;Libelle type d'identifiant preparation embarquee
HLTYIEP;Type d'identifiant preparation embarquee (systeme);YMRTIE;Libelle reduit type d'identifiant prepa embarquee
HLTYIFP;Type d'interface (systeme);YTCTIF;Code type d'interface
HLTYIFP;Type d'interface (systeme);YTL3TN;Libelle (3) type d'interface
HLTYIFP;Type d'interface (systeme);YTLTIF;Libelle type d'interface
HLTYIFP;Type d'interface (systeme);YTRTIF;Libelle reduit type d'interface
HLTYILP;Type d'identifiant localite;YLACRE;Date de creation - annee
HLTYILP;Type d'identifiant localite;YLAMAJ;Date de derniere mise a jour - annee
HLTYILP;Type d'identifiant localite;YLCBGL;Code bibliotheque programme guide sur localite
HLTYILP;Type d'identifiant localite;YLCBRI;Code bibliotheque programme recherche identifiant
HLTYILP;Type d'identifiant localite;YLCPGL;Code programme guide sur localite
HLTYILP;Type d'identifiant localite;YLCTIL;Code type identifiant localite
HLTYILP;Type d'identifiant localite;YLCUCR;Code utilisateur creation
HLTYILP;Type d'identifiant localite;YLCUMJ;Code utilisateur derniere mise a jour
HLTYILP;Type d'identifiant localite;YLDCRE;Date de creation
